,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
201,771698658,Existing Customer,44,M,26,Graduate,Married,$60K - $80K,Blue,38,20,22,17,10635,11823,12435,1,5381,86,3,1
202,748326258,Existing Customer,48,M,10,College,Married,$80K - $120K,Blue,148,12,11,15,61822,2432,9129,8,7228,26,2,0
203,770817783,Existing Customer,47,M,21,Graduate,Married,$60K - $80K,Silver,40,15,9,6,32269,9896,43579,1,4381,86,2,0
204,779353083,Existing Customer,47,M,10,Graduate,Married,$60K - $80K,Silver,38,20,9,11,32269,8652,43859,1,5497,102,2,0
205,711441333,Existing Customer,43,F,4,High School,Divorced,Less than $40K,Silver,38,4,9,12,54470,2724,20516,1,4085,144,2,1
206,719808558,Attrited Customer,55,F,10,Graduate,Married,Less than $40K,Blue,52,10,18,17,1345,0,1909,2,3662,86,1,0
207,711551958,Attrited Customer,59,M,10,Post-Graduate,Married,$60K - $80K,Blue,192,12,4,6,1294,0,7762,4,3746,21,1,0
208,809164083,Existing Customer,63,M,5,Graduate,Married,$40K - $60K,Blue,67,10,4,11,2448,10486,1115,3,5993,118,3,3
209,820596183,Existing Customer,58,M,7,College,Married,$120K +,Blue,192,6,7,0,122653,3569,18833,5,11264,30,3,0
210,715999608,Existing Customer,53,F,9,High School,Married,Less than $40K,Blue,39,6,5,12,12315,2843,1672,1,4581,138,3,3
211,710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516,1359,33157,1.327,1033,26,1.364,0.039
212,805543158,Existing Customer,52,M,16,Graduate,Married,$120K +,Blue,57,25,13,17,10364,13008,11784,2,6294,128,4,1
213,709752183,Existing Customer,48,M,13,High School,Single,$60K - $80K,Blue,39,6,9,12,59226,4339,20473,1,4567,197,2,1
214,716479233,Existing Customer,43,M,17,High School,Married,$40K - $60K,Blue,39,7,14,12,68686,2967,26494,1,3590,112,3,1
215,713837058,Existing Customer,48,M,7,College,Single,Less than $40K,Blue,130,9,4,15,12920,2913,527,3,6015,15,3,3
216,718876683,Existing Customer,43,F,21,Graduate,Single,Less than $40K,Blue,37,25,9,0,5405,6884,6122,1,6612,102,1,1
217,770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872,2509,5363,0.971,1155,32,0.882,0.319
218,794843883,Existing Customer,41,M,13,High School,Married,$80K - $120K,Blue,38,9,5,12,178819,2072,76503,1,4497,176,2,0
219,803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127,1835,9292,2.368,1546,25,1.273,0.165
220,758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857,1603,254,0.579,1590,43,1.263,0.863
221,714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913,1272,641,1.008,1448,22,1,0.665
222,778425408,Existing Customer,44,M,21,Graduate,Single,$80K - $120K,Blue,29,25,13,0,3589,13527,2049,1,5253,77,2,3
223,714171108,Existing Customer,48,F,16,Graduate,Divorced,$40K - $60K,Blue,47,30,9,17,1977,6725,1293,1,5054,64,2,3
224,719662458,Existing Customer,44,F,10,Graduate,Divorced,Less than $40K,Blue,32,25,9,11,1345,4002,1008,2,4616,93,3,2
225,713137233,Existing Customer,41,M,9,High School,Single,$80K - $120K,Blue,30,6,14,0,143797,3084,59631,1,3304,128,2,0
226,769425858,Existing Customer,45,M,10,College,Single,$60K - $80K,Blue,116,12,2,10,7228,0,1231,4,7155,16,3,0
227,711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878,2222,11656,0.853,1658,38,0.357,0.16
228,788900883,Existing Customer,51,F,10,Graduate,Married,Less than $40K,Blue,43,15,4,17,2904,7686,2392,1,5654,121,1,2
229,758348808,Existing Customer,51,M,10,Graduate,Married,$120K +,Blue,53,20,13,17,32269,9819,43597,1,5034,58,3,0
230,772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713
231,708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871,1740,17131,1.727,1516,21,2,0.092
232,717906783,Existing Customer,41,M,26,Graduate,Single,$120K +,Blue,35,25,9,11,4868,10303,4591,2,5414,83,3,2
233,719437908,Existing Customer,44,M,16,Post-Graduate,Divorced,$80K - $120K,Blue,150,24,3,4,16158,4719,88074,5,7843,45,1,0
234,769433508,Existing Customer,43,M,3,College,Single,$60K - $80K,Blue,134,18,7,15,13734,2711,782,4,4547,16,4,2
235,790096533,Existing Customer,55,M,7,College,Married,$60K - $80K,Blue,174,12,7,10,44540,1939,6470,6,7370,17,7,1
236,720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987
237,787541883,Existing Customer,44,M,16,Graduate,Unknown,$80K - $120K,Blue,40,15,13,17,32269,0,45808,1,4629,86,1,0
238,709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107,1222,9885,0.538,1506,33,0.941,0.11
239,789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573,1585,19988,0.621,1384,36,2.273,0.073
240,710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859,2517,342,0.993,817,30,0.667,0.88
241,710741208,Existing Customer,39,M,9,High School,Single,$80K - $120K,Blue,39,6,9,12,27297,2543,8713,2,6961,133,2,1
242,821797008,Attrited Customer,49,M,17,College,Married,$40K - $60K,Blue,163,6,4,15,7228,0,1231,4,3972,13,3,0
243,708874533,Attrited Customer,45,F,7,College,Married,Less than $40K,Blue,130,3,7,10,17021,0,2898,4,2486,15,3,0
244,715341858,Existing Customer,54,M,10,Graduate,Married,$80K - $120K,Blue,55,30,9,17,1853,7597,920,2,5691,157,2,3
245,793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645,1650,2995,0.912,1193,33,0.65,0.355
246,713779908,Existing Customer,46,F,9,Doctorate,Single,Unknown,Blue,179,35,15,3,6988,3644,2685,1,1852,137,1,4
247,712125258,Attrited Customer,46,M,17,High School,Married,$120K +,Blue,32,4,14,17,12651,0,5608,1,2330,101,2,0
248,709703433,Existing Customer,47,M,16,Graduate,Married,$60K - $80K,Blue,46,20,4,11,19917,9030,26240,2,7315,80,3,0
249,721022433,Existing Customer,44,M,6,Doctorate,Single,$60K - $80K,Blue,179,29,5,3,24188,5424,26171,1,2027,133,0,2
250,710103558,Existing Customer,50,M,16,Post-Graduate,Single,$120K +,Blue,130,16,1,4,2909,4265,9433,5,6010,25,1,0
251,715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,39,7,14,12,23153,1940,7679,2,5867,181,4,1
252,719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,2910,709,2201,0.538,1192,27,0.588,0.244
253,772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,52,3,19,17,18734,1817,5883,1,2284,91,1,1
254,787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,60,4,9,17,16848,2577,4035,1,4079,80,2,2
255,709485033,Existing Customer,55,F,9,High School,Married,Less than $40K,Blue,39,6,14,17,12216,1986,2769,1,5774,138,4,2
256,715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,22322,953,21369,0.769,1348,34,1.125,0.043
257,799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,3133,1510,1623,0.609,1435,38,0.462,0.482
258,714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,3540,849,2691,0.456,1321,28,0.75,0.24
259,779656908,Existing Customer,40,M,5,Graduate,Married,$40K - $60K,Blue,28,30,13,11,6535,8122,7448,2,6112,93,2,1
260,788950158,Existing Customer,36,M,7,College,Unknown,$80K - $120K,Blue,80,6,4,15,173454,2462,28117,4,6253,25,6,0
261,778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,167,4,6,2,1294,0,7762,6,3058,21,1,0
262,710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396,1171,23225,0.655,965,17,1.125,0.048
263,778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474,2143,331,1.53,1541,40,1,0.866
264,789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.707,1258,23,1.3,0.152
265,809855808,Existing Customer,51,F,10,Graduate,Married,Less than $40K,Blue,55,25,9,11,4868,9725,4721,2,5534,64,2,2
266,718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512,1082,8430,0.701,1007,22,1.444,0.114
267,708528483,Existing Customer,43,F,21,Graduate,Divorced,Unknown,Blue,28,30,13,11,2980,14323,1005,1,5732,105,4,4
268,771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,57,1,14,17,17371,0,7700,1,3191,96,1,0
269,719942883,Existing Customer,54,M,26,Graduate,Married,$60K - $80K,Blue,46,15,13,17,2141,8452,1136,2,4625,58,11,3
270,807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279,1115,4164,0.549,1642,41,0.519,0.211
271,717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603,0,23603,0.795,1382,31,1.067,0
272,720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601,0,2601,0.814,1232,32,0.684,0
273,714511758,Existing Customer,45,M,21,Graduate,Single,$80K - $120K,Blue,48,20,13,0,5949,6065,7079,2,6373,51,4,1
274,715050408,Existing Customer,41,M,13,High School,Single,$80K - $120K,Blue,39,6,14,17,41596,2717,14819,1,3637,170,1,1
275,721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410,1769,641,0.759,1217,30,1.143,0.734
276,719211558,Attrited Customer,45,M,10,Graduate,Single,$60K - $80K,Blue,43,5,4,11,3180,0,4514,2,3075,58,3,0
277,712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260,1007,1253,0.84,1614,33,0.737,0.446
278,715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682,2481,15201,1.302,1747,31,1.214,0.14
279,773466258,Existing Customer,48,F,17,High School,Married,$40K - $60K,Blue,45,4,5,17,21790,1896,7133,1,3803,117,2,1
280,798983508,Existing Customer,43,M,5,Graduate,Single,$80K - $120K,Silver,44,20,13,11,32269,8487,43897,2,6509,109,8,0
281,719117433,Existing Customer,41,M,17,High School,Unknown,$80K - $120K,Blue,39,6,14,0,119251,3738,47881,1,4863,128,4,0
282,716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556,1711,3845,1.434,1706,21,1.625,0.308
283,718621608,Attrited Customer,54,F,9,High School,Married,Unknown,Blue,47,4,14,6,31572,0,13994,2,3022,75,1,0
284,715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,63,15,4,11,2748,11782,1248,5,10059,105,5,3
285,788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362,1274,4088,1.015,1876,41,0.783,0.238
286,720272958,Attrited Customer,48,M,9,High School,Married,$120K +,Blue,39,4,14,17,140533,0,62293,1,3324,133,2,0
287,708421833,Existing Customer,45,F,21,Graduate,Single,Less than $40K,Blue,43,30,13,11,3124,14835,1095,2,4707,96,2,4
288,709173108,Attrited Customer,54,F,21,Graduate,Married,Unknown,Blue,48,30,9,11,2367,13091,413,1,3302,67,1,4
289,709879458,Existing Customer,54,F,9,Doctorate,Married,Unknown,Blue,229,12,10,5,6065,3009,2690,2,2706,171,1,3
290,715120608,Existing Customer,44,M,16,Graduate,Single,$60K - $80K,Blue,44,10,13,11,13599,10038,17044,2,5261,86,2,1
291,770632758,Existing Customer,50,F,12,Doctorate,Single,Unknown,Blue,179,12,15,3,8048,3517,4688,1,1911,126,1,3
292,779078733,Existing Customer,55,M,6,Doctorate,Married,$60K - $80K,Blue,179,17,20,5,52440,3679,75709,1,2272,137,1,0
293,771742533,Existing Customer,48,M,10,Graduate,Unknown,$40K - $60K,Blue,43,25,4,11,12217,10126,15063,1,3872,89,2,1
294,720250158,Existing Customer,45,M,7,College,Single,$60K - $80K,Blue,119,18,7,0,116678,2703,18312,6,8525,23,10,0
295,716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,39,7,5,17,16998,1443,5612,3,4733,154,4,1
296,713747733,Existing Customer,55,M,9,High School,Married,$40K - $60K,Blue,51,7,14,12,16040,3822,2019,1,6685,218,2,3
297,712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,56,7,9,17,10631,2155,1842,1,4015,165,2,2
298,789562383,Existing Customer,38,F,4,High School,Unknown,Less than $40K,Blue,32,3,14,0,7451,1005,1964,1,4185,128,2,2
299,754897008,Existing Customer,46,M,13,High School,Single,$40K - $60K,Blue,42,3,14,12,48865,2445,18404,1,4384,138,1,1
300,819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,49,7,9,17,77390,3971,29015,1,3155,144,5,1
301,712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221,1343,878,0.869,1338,30,1.308,0.605
302,720248208,Existing Customer,47,M,16,Post-Graduate,Divorced,$60K - $80K,Blue,155,24,4,0,5154,4526,22416,4,6898,23,1,0
303,779749908,Existing Customer,48,M,14,College,Married,$60K - $80K,Gold,119,6,4,15,173454,3071,27767,4,6580,20,2,0
304,717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985,1130,5855,0.963,1694,44,0.76,0.162
305,721509558,Existing Customer,51,M,10,Graduate,Married,$120K +,Blue,51,15,13,0,22644,10061,29879,2,6935,128,2,0
306,710572458,Existing Customer,36,F,13,High School,Married,Unknown,Blue,26,6,5,6,79986,0,35455,1,6878,229,1,0
307,714576183,Existing Customer,47,M,21,Graduate,Single,$80K - $120K,Blue,43,30,13,11,20228,11965,26021,2,5050,73,1,0
308,721425558,Existing Customer,52,M,10,Graduate,Single,$120K +,Blue,44,10,13,11,13596,0,19301,2,6348,118,1,0
309,711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,9684,2475,7209,0.697,1400,31,2.1,0.256
310,715203108,Existing Customer,63,M,9,High School,Married,$40K - $60K,Blue,39,3,9,12,25940,1603,9363,1,3490,149,3,1
311,710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,65,15,9,0,1511,6171,755,2,5740,105,4,3
312,787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116,0,19116,0.656,1184,29,0.611,0
313,783542133,Existing Customer,53,F,16,Graduate,Married,Less than $40K,Blue,57,25,26,11,2579,13102,711,3,8650,134,3,4
314,708330858,Attrited Customer,57,M,16,Graduate,Married,$120K +,Blue,46,10,13,17,7712,8140,9115,2,2802,35,3,1
315,714426783,Existing Customer,38,F,10,Graduate,Single,Unknown,Blue,37,10,13,11,13127,12696,15776,2,6063,93,5,1
316,712701333,Existing Customer,53,M,13,High School,Married,$60K - $80K,Blue,46,7,14,12,27272,3740,7107,1,4052,144,1,2
317,709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420,1912,508,1.256,1730,36,0.565,0.79
318,773373108,Existing Customer,49,F,17,High School,Married,Less than $40K,Blue,46,6,9,0,14641,3569,1736,1,3407,149,2,3
319,715812258,Existing Customer,45,M,9,High School,Married,$80K - $120K,Blue,37,7,24,12,64853,2653,25212,1,3873,176,2,0
320,778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,67,20,9,6,5493,7645,6077,2,8815,176,2,1
321,789270033,Existing Customer,48,M,16,Graduate,Single,$80K - $120K,Silver,44,15,9,17,32269,0,45808,1,4637,42,1,0
322,711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648,1926,7722,0.549,1083,22,1.75,0.2
323,720214833,Existing Customer,52,M,9,High School,Single,$80K - $120K,Silver,43,4,14,17,178819,3753,74264,2,4102,122,5,0
324,709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025,2376,649,1.252,1277,23,1.875,0.785
325,788194458,Existing Customer,34,M,13,High School,Married,$60K - $80K,Blue,28,6,14,17,16915,4339,1718,1,6126,186,2,3
326,720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.224
327,717424458,Existing Customer,44,F,10,Post-Graduate,Married,Less than $40K,Blue,150,12,4,4,2062,5232,2536,4,5175,20,2,1
328,708820308,Existing Customer,47,M,16,Post-Graduate,Unknown,$80K - $120K,Blue,150,24,3,4,12051,7190,58788,4,5886,28,1,0
329,710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317,2517,1800,0.944,1619,36,1,0.583
330,770590758,Existing Customer,43,F,16,Graduate,Single,$40K - $60K,Blue,35,25,9,0,3158,6301,3064,1,5311,51,1,2
331,718490658,Existing Customer,50,F,5,Graduate,Single,Less than $40K,Blue,43,20,4,17,4686,13214,3676,2,4720,89,3,2
332,711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569,1605,964,0.574,1190,46,0.643,0.625
333,708967608,Existing Customer,53,F,5,Graduate,Single,Less than $40K,Blue,54,15,4,11,3245,10521,2238,2,4348,77,2,2
334,718505958,Existing Customer,43,M,26,Graduate,Divorced,$120K +,Silver,37,25,13,17,32269,10014,43553,2,6728,121,2,0
335,715024233,Existing Customer,53,M,4,High School,Married,$120K +,Blue,39,9,14,12,17159,3179,3371,1,5784,170,2,2
336,779249583,Existing Customer,56,F,5,Graduate,Married,Less than $40K,Blue,46,20,13,17,2410,14511,154,4,5695,93,3,5
337,709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867
338,778928283,Existing Customer,57,F,13,High School,Married,Less than $40K,Blue,42,4,9,6,14206,4002,967,2,4617,170,1,3
339,712299858,Existing Customer,62,M,4,High School,Married,Less than $40K,Blue,57,7,14,17,10760,2709,1162,1,4537,202,2,3
340,799224108,Existing Customer,46,F,21,Graduate,Single,Less than $40K,Blue,48,25,4,11,5857,11446,5737,2,7088,137,3,1
341,809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2
342,716203308,Existing Customer,52,M,16,Graduate,Single,$80K - $120K,Blue,51,30,13,17,2553,9973,1379,1,5042,70,2,3
343,714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373
344,716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,39,4,5,12,84374,2948,33473,2,8483,261,3,0
345,716984658,Existing Customer,49,M,5,Graduate,Married,$120K +,Blue,47,15,9,17,32269,0,45808,1,4571,99,3,0
346,713086008,Existing Customer,58,F,13,High School,Married,Less than $40K,Blue,51,9,5,0,13517,4205,390,2,5754,181,5,4
347,713773458,Existing Customer,52,M,9,High School,Single,$60K - $80K,Blue,49,7,14,12,39203,2022,14683,1,4770,170,1,1
348,719242533,Existing Customer,41,M,21,High School,Married,$60K - $80K,Blue,36,7,14,17,117966,4339,46510,1,6256,202,2,0
349,772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791,1648,2143,1.227,2058,34,0.789,0.435
350,788868858,Existing Customer,54,M,10,Graduate,Married,Less than $40K,Blue,47,20,18,11,2526,14835,246,2,6852,102,5,4
351,811898133,Existing Customer,40,F,13,High School,Divorced,Less than $40K,Blue,38,4,5,17,13237,3650,1006,1,4434,170,1,3
352,788808633,Existing Customer,43,M,16,Graduate,Married,$80K - $120K,Blue,31,25,13,11,2202,6425,1679,2,5955,93,3,2
353,779804208,Existing Customer,53,F,10,Graduate,Single,$40K - $60K,Blue,51,30,9,0,4985,0,7076,2,5666,125,4,0
354,781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443,1375,68,0.683,1991,38,0.583,0.953
355,790134408,Existing Customer,46,M,21,Graduate,Single,$60K - $80K,Blue,47,30,9,17,10042,4450,13253,3,5282,70,5,0
356,788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984,1503,6481,0.797,1734,39,1.167,0.188
357,711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584,2517,16067,0.703,1330,34,1.125,0.135
358,822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,67,20,4,17,5221,8635,5468,3,7385,99,2,1
359,719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516,2165,32351,0.837,1672,32,0.524,0.063
360,711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0
361,788830683,Existing Customer,40,M,10,Graduate,Single,$80K - $120K,Blue,29,25,4,0,2317,11971,593,3,6439,99,3,4
362,807030858,Existing Customer,51,M,17,High School,Single,$120K +,Blue,50,9,14,17,178819,3921,74041,1,5967,250,2,0
363,793059108,Existing Customer,50,F,10,Graduate,Married,$40K - $60K,Blue,53,30,9,17,2187,8487,1193,1,3691,70,1,3
364,716568708,Existing Customer,47,F,10,Graduate,Married,Less than $40K,Blue,43,30,13,11,2549,0,3618,2,4542,86,2,0
365,828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881,848,14033,0.762,1408,23,1.091,0.057
366,717229158,Existing Customer,36,F,21,Graduate,Married,$40K - $60K,Blue,43,30,13,17,1522,5711,875,2,7823,48,9,3
367,715915458,Existing Customer,47,F,10,Graduate,Married,Less than $40K,Blue,41,25,9,11,2951,9690,2007,2,4757,99,5,2
368,819129858,Existing Customer,46,F,10,Graduate,Single,Less than $40K,Blue,49,25,13,0,4436,7485,4612,2,6278,99,3,1
369,713441958,Existing Customer,46,M,9,High School,Married,$120K +,Blue,39,7,14,12,102201,3077,41203,1,4138,133,2,0
370,719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720,793,21927,0.685,1102,27,0.286,0.035
371,708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129,1799,6330,0.566,1402,33,0.737,0.221
372,714914583,Existing Customer,40,F,21,Graduate,Single,Less than $40K,Blue,32,30,9,17,3507,8965,2960,2,4381,96,4,2
373,714363858,Existing Customer,54,F,17,High School,Married,Less than $40K,Blue,39,4,24,17,8258,2433,420,1,4850,186,3,3
374,721347408,Existing Customer,55,F,4,High School,Single,Less than $40K,Blue,46,6,9,0,13309,2419,2678,1,4840,208,1,2
375,809608533,Existing Customer,49,F,21,Post-Graduate,Single,Unknown,Blue,184,24,4,4,16375,4552,89687,5,6387,43,2,0
376,772047183,Existing Customer,45,M,17,High School,Married,$40K - $60K,Blue,37,9,14,17,16081,3045,3073,1,4497,128,3,2
